Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
14/3/2022,, 33, CONDUCTOR, SIN DATOS, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 20, SAN JOSE, DELTA DEL TIGRE Y VILLAS, AUTO, 1, 558105, 6151590 
14/3/2022,, 22, PEATÓN, BRASIL, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 18, SALTO, SALTO, SIN DATOS, 1, 408235, 6527170 
14/3/2022,, 36, CONDUCTOR, BRASIL, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 18, SALTO, SALTO, AUTO, 1, 408235, 6527170 
14/3/2022,, 17, PEATÓN, AVENIDA RAMON ANADOR, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 578790, 6138355 
15/3/2022,, 35, CONDUCTOR, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 1, FLORES, SIN DATOS, CAMION, 1, 512265, 6281695 
14/3/2022,, SIN DATOS, CONDUCTOR, DOCTOR ANTONIO LEGNANI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 17, CANELONES, SANTA LUCIA, MOTO, 1, 556295, 6187155 
14/3/2022,, 17, CONDUCTOR, DOCTOR ANTONIO LEGNANI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 17, CANELONES, SANTA LUCIA, BICICLETA, 1, 556295, 6187155 
14/3/2022,, 40, CONDUCTOR, C. RUGGIA, URBANA    , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 23, SORIANO, MERCEDES, AUTO, 1, 405230, 6319745 
14/3/2022,, 33, PASAJERO, AVENIDA MILLAN, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 23, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 573460, 6142485 
14/3/2022,, 37, CONDUCTOR, AVENIDA MILLAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573460, 6142485 
15/3/2022,, 16, PASAJERO, AVENIDA MILLAN, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 0, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 569365, 6146355 
15/3/2022,, 18, CONDUCTOR, AVENIDA MILLAN, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 0, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 569365, 6146355 
15/3/2022,, 5, PASAJERO, GENERAL JUAN ANTONIO LAVALLEJA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, MASCULINO, 8, FLORES, TRINIDAD, MOTO, 1, 509895, 6290675 
15/3/2022,, 56, CONDUCTOR, SARANDI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 8, TACUAREMBO, TACUAREMBO, MOTO, 1, 596565, 6490860 
15/3/2022,, 66, CONDUCTOR, SARANDI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, TACUAREMBO, TACUAREMBO, AUTO, 1, 596565, 6490860 
15/3/2022,, 36, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 588045, 6151450 
15/3/2022,, 37, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 588045, 6151450 
15/3/2022,, 22, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574700, 6140860 
15/3/2022,, 35, CONDUCTOR, AVENIDA GENERAL RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577780, 6137385 
15/3/2022,, 47, CONDUCTOR, AVENIDA GENERAL RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577780, 6137385 
15/3/2022,, 21, PASAJERO, RUTA 9 KM 95, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, MALDONADO, SIN DATOS, CAMION, 1, 660005, 6149120 
15/3/2022,, 30, CONDUCTOR, RUTA 9 KM 95, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, MALDONADO, SIN DATOS, CAMION, 1, 660005, 6149120 
15/3/2022,, 71, CONDUCTOR, FLORIDA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 9, PAYSANDU, PAYSANDU, MOTO, 1, 397890, 6424015 
15/3/2022,, 16, PEATÓN, DOCTOR LUIS PEDRO LENGUAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 574785, 6138910 
15/3/2022,, SIN DATOS, CONDUCTOR, DOCTOR LUIS PEDRO LENGUAS, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574785, 6138910 
15/3/2022,, 47, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 576075, 6140965 
15/3/2022,, 19, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 576075, 6140965 
15/3/2022,, 64, CONDUCTOR, JOSE ENRIQUE RODO, URBANA    , HERIDO LEVE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 9, SORIANO, MERCEDES, MOTO, 1, 404240, 6320510 
15/3/2022,, 39, CONDUCTOR, JOSE ENRIQUE RODO, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 9, SORIANO, MERCEDES, AUTO, 1, 404240, 6320510 
15/3/2022,, 36, CONDUCTOR, LONDRES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 577300, 6142790 
15/3/2022,, 61, CONDUCTOR, LONDRES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577300, 6142790 
15/3/2022,, 27, PASAJERO, EJIDO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574245, 6137645 
15/3/2022,, 37, CONDUCTOR, EJIDO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574245, 6137645 
15/3/2022,, 54, CONDUCTOR, VIA_PUBLICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 10, LAVALLEJA, MINAS, AUTO, 1, 662570, 6195035 
15/3/2022,, 54, CONDUCTOR, BERNADET SOSA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 11, DURAZNO, SARANDI DEL YI, AUTO, 1, 627535, 6309970 
15/3/2022,, 76, CONDUCTOR, VEINTICUATRO DE ABRIL, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 11, FLORIDA, FLORIDA, BICICLETA, 1, 571330, 6227495 
15/3/2022,, 11, PASAJERO, RUTA 39, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 12, MALDONADO, SIN DATOS, AUTO, 1, 687780, 6138270 
15/3/2022,, 5, PASAJERO, RUTA 39, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 12, MALDONADO, SIN DATOS, AUTO, 1, 687780, 6138270 
15/3/2022,, 8, PASAJERO, RUTA 39, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 12, MALDONADO, SIN DATOS, AUTO, 1, 687780, 6138270 
15/3/2022,, 50, CONDUCTOR, RUTA 39, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 12, MALDONADO, SIN DATOS, MOTO, 1, 687780, 6138270 
15/3/2022,, 51, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 0, PAYSANDU, SIN DATOS, AUTO, 1, 413565, 6511875 
15/3/2022,, 25, CONDUCTOR, RUTA 109, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 12, ROCHA, SIN DATOS, AUTO, 1, 741200, 6189190 
15/3/2022,, 26, CONDUCTOR, ITUZAINGO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 12, MALDONADO, MALDONADO, MOTO, 1, 686300, 6135340 
15/3/2022,, 51, CONDUCTOR, ITUZAINGO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 12, MALDONADO, MALDONADO, AUTO, 1, 686300, 6135340 
15/3/2022,, 13, CONDUCTOR, CORONILLAS, URBANA    , HERIDO GRAVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 13, COLONIA, CARMELO, BICICLETA, 1, 381650, 6235590 
15/3/2022,, 29, CONDUCTOR, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 13, SAN JOSE, ECILDA PAULLIER, MOTO, 1, 495850, 6198235 
9/3/2022,, 43, CONDUCTOR, DE LAS BROTOLAS, URBANA    , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, NO USA CASCO, MIÉRCOLES, FEMENINO, 9, MALDONADO, EL CHORRO, MOTO, 1, 699550, 6135845 
15/3/2022,, 30, CONDUCTOR, ONCE DE JUNIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 13, COLONIA, COLONIA VALDENSE, MOTO, 1, 475920, 6200065 
15/3/2022,, 39, CONDUCTOR, ONCE DE JUNIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 13, COLONIA, COLONIA VALDENSE, AUTO, 1, 475920, 6200065 
15/3/2022,, 77, PEATÓN, INTENDENTE ORESTES LANZA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 15, SALTO, SALTO, SIN DATOS, 1, 409530, 6525215 
15/3/2022,, SIN DATOS, CONDUCTOR, INTENDENTE ORESTES LANZA, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 15, SALTO, SALTO, BICICLETA, 1, 409530, 6525215 
15/3/2022,, 55, CONDUCTOR, JOSE PEDRO VARELA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 14, COLONIA, CARMELO, MOTO, 1, 381010, 6237155 
15/3/2022,, 17, PASAJERO, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 15, LAVALLEJA, MINAS, MOTO, 1, 661495, 6195555 
15/3/2022,, 52, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 15, LAVALLEJA, MINAS, MOTO, 1, 661495, 6195555 
15/3/2022,, 16, CONDUCTOR, BARTOLOME HIDALGO, URBANA    , HERIDO GRAVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 15, FLORIDA, FLORIDA, MOTO, 1, 571255, 6227520 
15/3/2022,, 39, CONDUCTOR, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 13, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575920, 6141780 
15/3/2022,, 15, PASAJERO, BRIG. GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 16, CERRO LARGO, MELO, MOTO, 1, 766480, 6416755 
15/3/2022,, 16, CONDUCTOR, BRIG. GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 16, CERRO LARGO, MELO, MOTO, 1, 766480, 6416755 
15/3/2022,, 41, PEATÓN, SARANDI, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 16, MALDONADO, MALDONADO, SIN DATOS, 1, 686600, 6134640 
15/3/2022,, 61, CONDUCTOR, SARANDI, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 16, MALDONADO, MALDONADO, AUTO, 1, 686600, 6134640 
15/3/2022,, 57, CONDUCTOR, AVENIDA WILSON FERREIRA ALDUNATE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 13, MALDONADO, MALDONADO, AUTO, 1, 685520, 6137940 
15/3/2022,, 22, CONDUCTOR, AVENIDA WILSON FERREIRA ALDUNATE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 13, MALDONADO, MALDONADO, MOTO, 1, 685520, 6137940 
15/3/2022,, 50, PASAJERO, CEIBAL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 17, RIO NEGRO, FRAY BENTOS, MOTO, 1, 379585, 6332840 
15/3/2022,, 26, CONDUCTOR, CEIBAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, RIO NEGRO, FRAY BENTOS, MOTO, 1, 379585, 6332840 
15/3/2022,, 80, CONDUCTOR, CEIBAL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, RIO NEGRO, FRAY BENTOS, MOTO, 1, 379585, 6332840 
15/3/2022,, 30, PASAJERO, MARIA ORTICOCHEA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570325, 6145210 
15/3/2022,, 32, CONDUCTOR, MARIA ORTICOCHEA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 570325, 6145210 
15/3/2022,, 46, CONDUCTOR, MARIA ORTICOCHEA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 14, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570325, 6145210 
15/3/2022,, 3, PASAJERO, CAMINO CORONEL RAIZ, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 14, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573510, 6147015 
15/3/2022,, 22, PASAJERO, CAMINO CORONEL RAIZ, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 14, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573510, 6147015 
15/3/2022,, 50, CONDUCTOR, MARIA O. PINTOS, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 17, TACUAREMBO, TACUAREMBO, AUTO, 1, 596010, 6490565 
15/3/2022,, 17, CONDUCTOR, MARIA O. PINTOS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 17, TACUAREMBO, TACUAREMBO, BICICLETA, 1, 596010, 6490565 
15/3/2022,, 27, CONDUCTOR, GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, TACUAREMBO, TACUAREMBO, MOTO, 1, 595765, 6491070 
15/3/2022,, 40, CONDUCTOR, GENERAL MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 17, TACUAREMBO, TACUAREMBO, AUTO, 1, 595765, 6491070 
15/3/2022,, 35, CONDUCTOR, MANUEL FREIRE, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 18, TACUAREMBO, TACUAREMBO, MOTO, 1, 597535, 6492145 
15/3/2022,, 26, CONDUCTOR, AVENIDA PARAGUAY, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 17, SALTO, SALTO, MOTO, 1, 408395, 6528215 
15/3/2022,, 48, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575165, 6141790 
15/3/2022,, 30, CONDUCTOR, CAMINO CARRASCO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 582520, 6140745 
15/3/2022,, 61, CONDUCTOR, CAMINO CARRASCO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 17, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 582520, 6140745 
15/3/2022,, 47, CONDUCTOR, MUNICIPIO, SUBURBANA , HERIDO GRAVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, FEMENINO, 18, COLONIA, COLONIA DEL SACRAMENTO, MOTO, 1, 423250, 6187470 
15/3/2022,, 26, PASAJERO, PARALELA A RUTA INTERBALNEARIA, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 17, CANELONES, PARQUE DEL PLATA, MOTO, 1, 617510, 6153710 
15/3/2022,, 50, CONDUCTOR, MONTE CASEROS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 19, PAYSANDU, PAYSANDU, AUTO, 1, 398195, 6422700 
15/3/2022,, 19, CONDUCTOR, MONTE CASEROS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 19, PAYSANDU, PAYSANDU, MOTO, 1, 398195, 6422700 
15/3/2022,, 21, CONDUCTOR, AVENIDA MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 19, SALTO, SALTO, MOTO, 1, 413670, 6527065 
15/3/2022,, 29, CONDUCTOR, AVENIDA MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 19, SALTO, SALTO, AUTO, 1, 413670, 6527065 
15/3/2022,, 36, CONDUCTOR, RADIAL DE JUAN LACAZE, SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, COLONIA, SIN DATOS, CAMION, 1, 458805, 6197555 
15/3/2022,, 50, CONDUCTOR, AVENIDA OCHO DE OCTUBRE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579160, 6141685 
15/3/2022,, 23, CONDUCTOR, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579160, 6141685 
15/3/2022,, 22, CONDUCTOR, AVENIDA DON PEDRO DE MENDOZA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, MONTEVIDEO, SIN DATOS, CAMION, 1, 576340, 6152750 
15/3/2022,, 49, PASAJERO, AVENIDA DON PEDRO DE MENDOZA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, MONTEVIDEO, SIN DATOS, AUTO, 1, 576340, 6152750 
15/3/2022,, 29, PEATÓN, AVENIDA LUIS BATLLE BERRES, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 15, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 561355, 6148020 
15/3/2022,, 45, PEATÓN, AVENIDA LUIS BATLLE BERRES, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 15, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 561355, 6148020 
15/3/2022,, 46, PEATÓN, LARRAVIDE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 579650, 6139670 
15/3/2022,, 59, CONDUCTOR, LARRAVIDE, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579650, 6139670 
15/3/2022,, 39, PASAJERO, CAMINO MALDONADO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 18, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 581635, 6145720 
15/3/2022,, 41, CONDUCTOR, CAMINO MALDONADO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 18, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 581635, 6145720 
15/3/2022,, 26, CONDUCTOR, AVENIDA DOCTOR AMERICO RICALDONI, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 576860, 6138595 
15/3/2022,, 63, CONDUCTOR, AVENIDA DOCTOR AMERICO RICALDONI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576860, 6138595 
15/3/2022,, 20, CONDUCTOR, CARLOS DE LA VEGA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 570385, 6142950 
15/3/2022,, 78, CONDUCTOR, CARLOS DE LA VEGA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570385, 6142950 
15/3/2022,, 24, PASAJERO, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 576860, 6138595 
15/3/2022,, 30, PASAJERO, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 576860, 6138595 
15/3/2022,, SIN DATOS, CONDUCTOR, AVENIDA JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, CAÍDA, SIN DATOS, USA CASCO, MARTES, MASCULINO, 17, MALDONADO, MALDONADO, MOTO, 1, 687000, 6136565 
15/3/2022,, 27, CONDUCTOR, AVENIDA LUIS BATLLE BERRES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 562065, 6147575 
